female,bisexual
female,something else
female,something else
male,bisexual
male,something else
male,gay
male,bisexual
male,something else
male,something else
male,bisexual
female,something else
male,bisexual
female,something else
female,something else
female,gay
male,gay
female,something else
female,something else
male,gay
female,something else
female,straight
female,something else
male,gay
male,gay
male,bisexual
male,gay
female,something else
male,bisexual
female,gay
female,something else
female,something else
male,something else
male,gay
female,something else
male,something else
female,gay
female,something else
male,something else
male,bisexual
male,something else
female,something else
female,gay
female,something else
male,something else
male,something else
female,bisexual
female,gay
female,bisexual
male,bisexual
female,something else
male,something else
female,something else
male,something else
female,gay
male,gay
female,straight
female,bisexual
female,straight
female,bisexual
female,gay
male,bisexual
female,something else
female,something else
female,gay
male,bisexual
female,something else
male,something else
male,straight
male,something else
female,straight
female,gay
female,gay
female,gay
male,bisexual
male,something else
male,something else
male,something else
male,something else
female,something else
female,something else
male,something else
female,something else
female,something else
male,something else
male,gay
female,straight
female,something else
male,straight
male,gay
male,gay
female,something else
male,straight
female,gay
male,bisexual
male,bisexual
female,something else
female,bisexual
male,gay
female,something else
female,gay
female,straight
female,gay
male,gay
female,bisexual
female,straight
female,gay
female,gay
female,gay
female,something else
female,bisexual
male,bisexual
female,something else
female,bisexual
female,something else
female,gay
female,something else
female,gay
female,something else
female,something else
female,something else
female,something else
female,gay
female,something else
female,gay
female,bisexual
male,bisexual
female,gay
male,something else
male,something else
female,something else
female,something else
female,bisexual
female,straight
female,straight
male,straight
female,something else
male,something else
female,something else
female,something else
female,something else
male,bisexual
male,something else
female,something else
male,gay
female,something else
female,gay
male,bisexual
female,something else
female,something else
male,straight
female,bisexual
male,something else
female,gay
male,something else
male,straight
female,straight
female,something else
female,gay
female,gay
female,something else
female,something else
female,bisexual
male,something else
female,gay
male,bisexual
female,straight
male,something else
male,straight
male,something else
female,something else
female,gay
male,something else
male,bisexual
male,gay
female,something else
male,something else
male,bisexual
male,something else
female,something else
female,straight
female,something else
female,gay
female,something else
female,gay
male,something else
female,something else
male,gay
male,something else
male,something else
male,something else
female,something else
male,something else
male,something else
female,something else
male,bisexual
male,something else
female,straight
female,something else
female,straight
female,something else
female,something else
female,gay
female,something else
female,something else
female,something else
male,bisexual
male,bisexual
male,gay
female,gay
female,bisexual
male,straight
female,straight
female,something else
female,something else
female,something else
female,something else
male,gay
female,bisexual
male,something else
male,gay
female,something else
male,bisexual
male,bisexual
male,bisexual
female,something else
male,something else
male,straight
female,bisexual
male,gay
male,something else
female,something else
female,gay
female,bisexual
female,straight
male,something else
male,something else
female,something else
male,something else
male,something else
male,gay
female,something else
female,something else
female,gay
female,straight
female,bisexual
female,bisexual
male,something else
female,gay
female,something else
female,something else
female,gay
male,something else
female,bisexual
male,bisexual
male,something else
female,gay
male,gay
male,something else
female,straight
female,bisexual
female,bisexual
male,bisexual
female,straight
female,bisexual
female,something else
female,straight
female,something else
male,gay
male,something else
male,bisexual
male,something else
female,straight
male,bisexual
female,straight
male,something else
male,gay
female,bisexual
male,gay
male,gay
female,gay
female,something else
female,gay
female,gay
female,something else
male,something else
male,gay
female,something else
female,straight
male,something else
female,gay
female,something else
female,bisexual
male,straight
male,something else
female,something else
male,something else
male,straight
male,gay
female,bisexual
male,bisexual
male,straight
female,bisexual
male,something else
female,something else
female,bisexual
female,straight
female,gay
female,bisexual
male,straight
female,gay
female,straight
male,straight
female,something else
male,bisexual
female,bisexual
male,something else
male,gay
female,bisexual
female,something else
female,something else
male,gay
female,something else
female,bisexual
male,something else
female,something else
female,something else
female,something else
male,something else
male,something else
female,straight
male,something else
female,straight
female,something else
female,gay
male,bisexual
male,bisexual
male,bisexual
male,something else
female,something else
female,bisexual
male,something else
female,gay
female,something else
male,bisexual
male,something else
male,something else
male,something else
male,straight
female,straight
female,something else
male,straight
male,straight
male,something else
male,bisexual
female,something else
male,straight
female,gay
female,something else
male,something else
female,straight
female,bisexual
male,straight
female,something else
female,gay
female,something else
male,bisexual
male,something else
male,bisexual
male,something else
female,something else
female,straight
male,straight
female,gay
male,straight
male,something else
male,bisexual
female,bisexual
male,straight
female,bisexual
female,bisexual
female,something else
female,bisexual
female,something else
female,something else
male,gay
female,bisexual
male,bisexual
male,gay
male,gay
female,bisexual
male,gay
female,straight
male,something else
male,gay
female,gay
male,gay
male,straight
male,something else
male,bisexual
male,bisexual
male,something else
female,straight
male,gay
male,something else
male,something else
female,bisexual
female,bisexual
female,something else
female,gay
male,gay
female,gay
male,something else
male,something else
male,bisexual
male,something else
male,something else
female,something else
female,something else
female,gay
male,bisexual
female,gay
female,something else
female,bisexual
female,straight
female,gay
female,gay
male,straight
male,gay
male,something else
female,something else
male,something else
female,something else
female,gay
male,gay
male,straight
male,something else
male,something else
male,something else
male,bisexual
female,something else
male,straight
male,something else
male,something else
female,something else
male,gay
female,something else
female,something else
female,straight
male,gay
female,something else
female,straight
female,gay
female,gay
female,gay
male,straight
male,something else
male,something else
male,gay
male,bisexual
male,something else
male,straight
male,gay
male,bisexual
female,bisexual
female,bisexual
female,something else
female,bisexual
female,something else
male,something else
female,gay
male,something else
female,something else
male,gay
female,bisexual
female,something else
male,something else
female,something else
female,gay
female,gay
male,something else
male,straight
female,bisexual
male,something else
female,bisexual
female,bisexual
female,gay
male,something else
female,bisexual
male,gay
female,straight
female,bisexual
female,straight
female,bisexual
female,gay
male,something else
female,something else
female,bisexual
male,something else
female,bisexual
male,something else
male,something else
male,bisexual
male,straight
female,bisexual
female,something else
female,gay
female,gay
male,gay
male,bisexual
male,gay
female,bisexual
male,something else
male,bisexual
male,something else
female,gay
female,something else
female,something else
female,something else
female,straight
female,bisexual
male,something else
male,something else
female,something else
female,something else
female,straight
male,something else
female,something else
female,bisexual
female,gay
female,gay
male,gay
female,straight
female,something else
female,something else
male,gay
female,bisexual
female,something else
male,something else
male,bisexual
female,bisexual
female,bisexual
female,something else
male,something else
female,something else
male,something else
male,something else
female,something else
female,something else
female,something else
female,something else
male,straight
male,something else
female,bisexual
male,gay
male,gay
female,gay
female,something else
male,straight
male,something else
male,straight
female,something else
female,something else
female,bisexual
male,bisexual
female,something else
male,bisexual
female,bisexual
male,something else
female,bisexual
female,something else
female,something else
male,something else
male,straight
male,something else
male,something else
female,straight
male,bisexual
female,gay
female,straight
male,something else
female,gay
male,bisexual
male,bisexual
female,something else
female,gay
male,something else
male,something else
male,something else
male,something else
female,something else
female,bisexual
male,bisexual
male,something else
female,something else
male,straight
female,bisexual
male,something else
male,bisexual
male,something else
female,bisexual
male,bisexual
male,something else
male,bisexual
male,something else
male,straight
female,gay
female,something else
male,straight
female,straight
female,something else
female,straight
female,gay
female,gay
male,bisexual
male,straight
female,something else
male,something else
male,bisexual
female,something else
female,straight
female,gay
male,straight
female,something else
female,something else
female,bisexual
female,gay
female,bisexual
male,bisexual
male,something else
male,bisexual
female,something else
male,something else
male,straight
male,bisexual
female,gay
male,something else
male,something else
male,something else
female,something else
female,gay
female,something else
female,something else
female,something else
male,bisexual
female,something else
female,gay
female,straight
female,something else
female,straight
female,gay
male,straight
female,straight
female,something else
male,gay
male,something else
female,something else
female,something else
male,something else
female,bisexual
male,something else
female,something else
male,bisexual
male,something else
female,something else
female,something else
female,gay
female,gay
male,gay
male,straight
female,bisexual
male,something else
male,something else
male,something else
female,something else
male,straight
male,bisexual
female,bisexual
female,something else
male,straight
male,bisexual
female,bisexual
female,gay
female,bisexual
female,straight
male,straight
female,gay
male,straight
male,bisexual
male,gay
female,something else
male,something else
female,bisexual
female,something else
female,bisexual
female,straight
male,something else
male,straight
male,gay
male,something else
male,straight
female,straight
male,something else
female,bisexual
male,bisexual
female,something else
female,something else
female,bisexual
male,bisexual
male,something else
male,bisexual
female,bisexual
male,something else
male,something else
female,bisexual
male,something else
female,bisexual
female,gay
female,bisexual
male,something else
male,something else
female,gay
male,something else
female,gay
male,something else
female,something else
male,something else
female,gay
male,something else
male,something else
female,bisexual
male,something else
female,something else
male,straight
male,bisexual
male,straight
male,straight
male,something else
female,bisexual
female,straight
male,bisexual
male,gay
male,straight
male,bisexual
female,gay
male,straight
male,bisexual
male,bisexual
male,bisexual
female,something else
male,something else
female,straight
female,gay
male,bisexual
female,straight
male,bisexual
male,something else
female,something else
female,something else
female,bisexual
male,straight
male,gay
female,straight
male,gay
male,bisexual
female,something else
male,something else
female,something else
female,bisexual
female,bisexual
female,gay
male,bisexual
male,something else
male,something else
female,bisexual
male,bisexual
female,something else
male,straight
male,something else
female,something else
female,something else
male,something else
female,gay
female,something else
male,bisexual
male,gay
male,something else
female,something else
male,bisexual
male,gay
female,something else
female,gay
female,something else
male,bisexual
male,something else
male,something else
male,straight
female,something else
male,gay
male,something else
male,bisexual
male,gay
male,straight
female,straight
male,straight
female,something else
male,straight
female,something else
male,something else
male,something else
female,gay
female,gay
male,bisexual
male,gay
female,something else
male,bisexual
female,something else
female,gay
female,straight
female,bisexual
male,something else
female,straight
male,something else
male,something else
female,something else
male,something else
male,something else
male,something else
female,something else
female,something else
female,straight
female,gay
male,something else
female,bisexual
female,something else
male,something else
male,something else
male,something else
female,something else
male,bisexual
male,gay
male,bisexual
male,bisexual
female,something else
female,something else
male,something else
female,straight
female,something else
female,something else
male,gay
male,gay
male,something else
female,something else
female,something else
female,straight
male,bisexual
female,bisexual
female,something else
female,something else
female,gay
male,something else
female,gay
female,something else
male,bisexual
female,bisexual
male,gay
female,something else
male,bisexual
female,something else
female,bisexual
male,bisexual
female,something else
female,something else
female,gay
female,gay
female,bisexual
female,gay
female,gay
female,something else
male,something else
female,bisexual
female,something else
female,something else
female,bisexual
female,gay
female,something else
male,something else
female,bisexual
male,something else
male,bisexual
female,gay
female,something else
female,bisexual
male,bisexual
male,bisexual
male,something else
female,bisexual
female,gay
male,straight
male,something else
female,gay
female,something else
male,something else
female,something else
male,something else
male,gay
male,bisexual
female,something else
male,bisexual
female,something else
male,bisexual
female,gay
female,bisexual
male,gay
female,gay
male,gay
male,gay
male,gay
female,something else
male,gay
male,something else
male,something else
male,straight
male,gay
female,gay
female,straight
female,something else
female,something else
male,something else
female,straight
male,bisexual
female,something else
female,something else
male,straight
female,something else
female,gay
male,gay
male,something else
female,something else
male,bisexual
male,gay
female,bisexual
male,bisexual
male,something else
female,something else
male,something else
male,bisexual
female,something else
male,something else
female,gay
male,something else
male,bisexual
male,bisexual
female,something else
female,bisexual
female,straight
male,something else
female,something else
female,bisexual
female,something else
female,gay
male,something else
male,something else
male,something else
female,gay
male,something else
female,bisexual
female,bisexual
male,gay
male,bisexual
female,something else
female,gay
male,straight
male,something else
female,something else
male,something else
male,bisexual
male,straight
female,gay
female,something else
male,something else
female,bisexual
female,bisexual
female,something else
male,gay
female,something else
female,something else
male,bisexual
female,something else
female,gay
female,something else
female,gay
female,bisexual
female,bisexual
female,straight
male,something else
female,something else
female,something else
male,gay
female,gay
female,straight
male,bisexual
female,gay
female,bisexual
male,gay
male,gay
female,something else
female,gay
male,straight
female,gay
male,something else
male,something else
female,straight
female,bisexual
female,something else
female,something else
female,something else
male,straight
female,straight
male,gay
male,something else
female,something else
male,something else
female,gay
female,bisexual
male,something else
female,gay
male,something else
female,something else
female,something else
female,straight
female,something else
male,straight
male,something else
male,straight
female,bisexual
male,gay
male,gay
female,something else
male,straight
female,gay
male,bisexual
female,gay
male,straight
female,bisexual
male,straight
female,something else
male,gay
female,straight
male,something else
male,something else
male,bisexual
female,bisexual
female,something else
male,gay
female,gay
female,straight
female,straight
female,something else
male,bisexual
female,straight
female,gay
male,straight
male,bisexual
male,bisexual
female,bisexual
female,something else
male,something else
female,straight
male,something else
female,gay
female,something else
male,gay
male,bisexual
female,straight
male,straight
female,bisexual
male,something else
female,gay
female,bisexual
female,straight
male,bisexual
female,bisexual
male,bisexual
female,something else
female,gay
male,something else
male,bisexual
female,something else
female,bisexual
male,bisexual
male,straight
male,something else
male,bisexual
female,something else
female,something else
female,something else
female,something else
male,something else
female,gay
female,something else
female,straight
female,gay
female,bisexual
female,something else
male,something else
female,gay
male,something else
female,something else
female,bisexual
female,something else
female,something else
female,gay
female,gay
male,straight
female,something else
male,gay
female,something else
female,something else
male,something else
female,something else
female,bisexual
female,bisexual
female,something else
female,bisexual
female,something else
male,something else
male,bisexual
female,gay
female,gay
male,bisexual
female,bisexual
female,something else
female,gay
male,bisexual
female,bisexual
female,straight
female,something else
male,something else
male,bisexual
male,gay
female,something else
female,gay
female,something else
male,gay
male,something else
male,something else
male,something else
female,bisexual
female,straight
female,something else
male,something else
female,gay
female,something else
female,something else
male,bisexual
male,bisexual
female,something else
male,gay
female,something else
male,gay
female,straight
female,something else
female,something else
female,something else
male,something else
female,bisexual
male,gay
male,bisexual
male,bisexual
female,bisexual
female,something else
female,gay
female,gay
male,something else
male,something else
male,something else
male,bisexual
female,gay
male,something else
female,straight
female,bisexual
male,gay
male,straight
female,gay
male,something else
female,gay
female,gay
male,gay
female,something else
female,straight
female,straight
female,something else
female,something else
male,something else
male,something else
female,straight
female,gay
female,bisexual
female,something else
female,straight
male,bisexual
female,gay
male,something else
female,gay
female,bisexual
female,something else
male,something else
female,something else
female,something else
male,straight
male,bisexual
female,something else
male,straight
female,gay
male,something else
female,bisexual
male,bisexual
male,something else
female,something else
male,something else
male,gay
female,something else
female,bisexual
male,something else
female,gay
female,bisexual
female,something else
female,bisexual
male,straight
male,something else
female,gay
male,something else
male,something else
female,gay
female,straight
male,straight
male,bisexual
male,gay
female,straight
female,straight
female,bisexual
male,bisexual
male,gay
male,something else
male,something else
male,straight
female,something else
male,gay
female,something else
female,bisexual
female,straight
female,bisexual
male,something else
female,gay
male,something else
female,straight
male,straight
female,something else
female,something else
male,gay
male,straight
male,something else
male,something else
female,straight
female,straight
male,bisexual
male,gay
female,gay
male,something else
male,something else
female,something else
female,something else
male,something else
female,something else
female,bisexual
female,something else
female,bisexual
male,something else
female,bisexual
male,something else
male,something else
female,bisexual
male,gay
female,something else
male,bisexual
female,something else
male,gay
male,something else
male,something else
male,something else
male,bisexual
female,gay
female,bisexual
female,bisexual
female,something else
male,bisexual
female,something else
male,something else
female,straight
male,bisexual
male,something else
male,gay
male,straight
female,bisexual
female,bisexual
female,gay
male,something else
female,bisexual
male,gay
male,something else
female,straight
male,gay
male,bisexual
male,gay
female,something else
male,gay
female,something else
female,gay
female,gay
male,bisexual
male,gay
female,something else
male,something else
male,something else
female,something else
female,something else
male,straight
female,gay
female,something else
male,bisexual
male,something else
male,bisexual
female,straight
male,gay
male,something else
male,something else
male,bisexual
female,gay
female,gay
male,straight
male,gay
female,something else
male,something else
female,gay
female,bisexual
female,straight
male,bisexual
female,something else
male,something else
male,straight
female,bisexual
male,bisexual
male,bisexual
female,gay
female,something else
female,something else
male,bisexual
female,something else
male,bisexual
male,something else
male,something else
female,bisexual
female,something else
male,something else
female,something else
female,straight
male,bisexual
female,bisexual
male,bisexual
female,straight
female,bisexual
male,something else
female,something else
female,something else
female,something else
male,straight
female,straight
female,bisexual
male,something else
female,something else
female,something else
female,bisexual
male,bisexual
female,gay
male,gay
female,gay
female,something else
male,bisexual
female,straight
male,something else
male,bisexual
female,bisexual
male,something else
female,straight
male,bisexual
male,bisexual
male,bisexual
female,gay
male,something else
female,something else
male,bisexual
female,something else
female,something else
female,bisexual
female,something else
female,something else
male,something else
female,something else
female,straight
male,gay
female,straight
male,gay
female,something else
female,something else
male,something else
male,straight
female,gay
female,gay
female,bisexual
male,gay
male,straight
female,straight
female,gay
female,something else
female,something else
male,straight
female,something else
male,something else
female,gay
male,straight
male,gay
female,straight
male,something else
female,straight
female,something else
male,gay
female,straight
male,something else
male,bisexual
male,gay
female,something else
female,gay
male,bisexual
female,gay
male,bisexual
male,something else
female,bisexual
female,bisexual
male,something else
female,something else
male,something else
female,something else
male,something else
male,something else
male,gay
male,gay
female,gay
male,bisexual
male,bisexual
male,something else
male,something else
female,something else
male,something else
male,bisexual
male,gay
male,gay
female,something else
female,bisexual
female,straight
female,straight
male,straight
male,bisexual
male,gay
male,something else
female,straight
male,bisexual
female,bisexual
male,something else
female,something else
male,bisexual
female,gay
male,gay
female,something else
female,straight
male,gay
male,something else
female,bisexual
male,bisexual
female,gay
male,gay
male,straight
female,something else
male,bisexual
female,straight
female,bisexual
male,gay
male,something else
male,straight
female,bisexual
female,something else
female,something else
male,bisexual
male,something else
male,something else
male,something else
female,gay
female,straight
male,bisexual
female,something else
female,something else
female,bisexual
female,bisexual
male,bisexual
male,something else
male,gay
male,something else
female,bisexual
female,something else
female,something else
male,something else
male,something else
male,bisexual
female,straight
male,straight
female,straight
male,bisexual
male,gay
male,straight
female,bisexual
female,something else
female,something else
female,something else
female,something else
male,bisexual
female,something else
male,something else
male,bisexual
male,something else
male,something else
female,gay
female,gay
female,bisexual
female,bisexual
male,straight
female,bisexual
female,bisexual
male,something else
female,something else
male,bisexual
female,something else
male,gay
male,something else
female,something else
female,something else
male,something else
female,something else
female,something else
male,bisexual
female,gay
male,something else
male,something else
male,something else
male,something else
male,something else
female,something else
female,straight
male,something else
female,gay
female,something else
male,something else
female,bisexual
male,gay
male,bisexual
female,something else
male,gay
female,something else
female,something else
male,bisexual
male,something else
female,something else
female,bisexual
female,bisexual
female,straight
male,bisexual
male,something else
female,bisexual
female,something else
female,bisexual
male,something else
male,bisexual
female,something else
female,something else
female,gay
female,gay
female,something else
male,something else
female,bisexual
male,bisexual
female,straight
male,bisexual
female,gay
female,gay
female,gay
female,gay
male,gay
female,straight
female,something else
female,something else
female,something else
male,bisexual
female,something else
female,bisexual
male,bisexual
male,something else
female,bisexual
male,something else
male,straight
female,something else
female,gay
male,bisexual
female,something else
female,straight
male,something else
male,gay
female,bisexual
male,something else
male,bisexual
male,something else
female,straight
female,straight
female,straight
female,bisexual
female,bisexual
female,gay
female,something else
female,something else
female,straight
female,straight
male,something else
male,bisexual
male,straight
female,something else
female,bisexual
male,something else
male,something else
female,straight
female,gay
male,something else
female,bisexual
female,bisexual
female,something else
female,gay
female,something else
male,something else
female,bisexual
male,straight
female,something else
male,bisexual
female,something else
female,something else
female,straight
male,gay
female,gay
female,bisexual
male,bisexual
female,straight
female,bisexual
female,something else
male,something else
female,bisexual
female,bisexual
female,gay
male,straight
male,straight
female,something else
female,bisexual
female,straight
female,straight
male,something else
male,something else
male,something else
male,something else
female,gay
male,gay
female,something else
male,something else
male,something else
female,gay
male,straight
male,something else
male,straight
female,straight
female,bisexual
female,gay
male,something else
male,something else
female,straight
female,gay
female,bisexual
male,gay
male,bisexual
female,bisexual
female,bisexual
male,something else
male,bisexual
female,something else
male,gay
male,something else
male,gay
male,straight
female,bisexual
female,something else
male,gay
female,something else
male,gay
female,bisexual
male,something else
male,bisexual
male,something else
male,bisexual
female,gay
male,something else
male,something else
female,bisexual
female,bisexual
female,bisexual
male,gay
male,bisexual
female,gay
female,something else
male,something else
male,something else
male,straight
male,gay
female,gay
female,something else
male,something else
male,something else
female,something else
male,gay
female,bisexual
female,gay
male,bisexual
female,bisexual
female,gay
male,bisexual
female,something else
female,straight
female,straight
female,gay
male,something else
female,straight
female,gay
male,straight
female,bisexual
male,bisexual
male,bisexual
female,bisexual
female,gay
male,something else
male,something else
male,straight
female,bisexual
female,bisexual
female,something else
female,bisexual
female,gay
male,something else
male,something else
female,something else
male,something else
male,bisexual
male,bisexual
female,something else
male,something else
male,something else
female,something else
female,bisexual
female,something else
female,something else
female,bisexual
male,gay
male,something else
female,straight
female,something else
female,something else
male,something else
male,gay
female,something else
female,straight
male,something else
female,gay
male,gay
male,gay
male,bisexual
female,straight
male,straight
female,bisexual
male,gay
female,gay
female,straight
male,something else
female,bisexual
male,bisexual
female,something else
female,something else
female,something else
male,bisexual
female,something else
female,bisexual
male,gay
female,bisexual
female,gay
female,straight
male,something else
female,something else
female,straight
male,bisexual
female,straight
female,something else
male,something else
female,straight
male,bisexual
female,gay
female,straight
female,something else
male,something else
male,something else
male,something else
male,something else
male,bisexual
female,bisexual
female,gay
female,something else
male,bisexual
female,something else
female,something else
male,something else
male,bisexual
female,something else
female,bisexual
male,something else
female,something else
male,something else
male,something else
female,bisexual
male,gay
male,bisexual
female,bisexual
female,straight
female,something else
female,something else
female,bisexual
male,something else
male,bisexual
female,something else
male,something else
male,bisexual
male,straight
male,gay
male,something else
female,bisexual
female,bisexual
female,something else
male,straight
female,gay
male,gay
male,gay
male,bisexual
female,bisexual
male,gay
male,something else
female,bisexual
male,bisexual
female,bisexual
female,gay
female,something else
male,something else
male,gay
male,gay
male,something else
female,straight
female,gay
female,bisexual
male,bisexual
male,something else
female,bisexual
female,gay
male,something else
male,straight
male,something else
female,straight
female,something else
female,bisexual
male,bisexual
female,something else
female,bisexual
female,something else
male,gay
male,something else
male,bisexual
male,gay
female,bisexual
female,something else
female,gay
male,something else
female,bisexual
male,bisexual
female,something else
female,something else
female,gay
female,gay
female,bisexual
female,something else
female,bisexual
male,something else
female,gay
female,something else
female,straight
male,bisexual
female,something else
male,bisexual
male,gay
female,straight
male,something else
female,straight
female,straight
male,gay
female,straight
female,something else
female,bisexual
male,something else
